;;Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol);Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)
Slovakia; Wine;Jan 76;Jan 84;2.00;Jan 95;Jan 86;Jan 99;02. Jun;Feb 19;Feb 36;Feb 34;02. Okt;02. Jul;Feb 42;Feb 13;Feb 60;Feb 55;Feb 46;Feb 41;Feb 76;Feb 71
Slovakia; Spirits;05. Jan;Apr 92;Mai 22;Mai 13;05. Apr;Apr 95;04. Jul;Apr 36;Apr 79;Apr 75;Apr 28;Apr 19;Apr 28;Apr 29;Apr 50;Apr 16;Apr 26;Apr 76;Apr 52;Apr 40
Slovakia; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Slovenia; All types;Jul 90;Aug 31;Nov 22;12. Apr;13.36;13.38;14.31;13.64;13.18;13.79;Dez 96;14.96;16.64;18.13;15. Jul;17.23;17.28;19.50;16.94;
Slovenia; Beer;05. Apr;Apr 59;5.00;Mai 36;Mai 53;Mai 52;Mai 31;Apr 86;03. Jul;Mrz 34;Feb 72;Mrz 31;Mrz 54;Mrz 71;Mrz 30;Mrz 42;Mrz 54;04. Feb;04. Nov;
Slovenia; Wine;Jan 53;03. Feb;Mai 29;Mai 34;06. Sep;Jun 14;Jul 57;Jul 86;Jul 79;08. Mrz;Jul 56;Aug 39;Sep 90;Okt 78;Aug 63;10. Dez;10. Apr;Nov 46;Aug 91;
Slovenia; Spirits;0.99;0.35;0.57;0.77;Jan 18;Jan 14;Jan 15;0.47;Feb 31;Feb 42;Feb 69;Mrz 27;Mrz 20;Mrz 64;Mrz 15;Mrz 69;Mrz 70;04. Jan;Mrz 91;
Slovenia; Other alcoholic beverages;0.34;0.35;0.35;0.58;0.56;0.58;0.28;0.45;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
Solomon Islands; All types;0.20;0.24;0.42;0.35;0.30;0.36;0.36;0.91;0.65;0.67;0.58;0.71;0.69;0.90;Jan 13;01. Okt;0.92;0.78;0.87;0.85
Solomon Islands; Beer;0.13;0.17;0.34;0.20;0.18;0.23;0.24;0.80;0.58;0.59;0.48;0.59;0.58;0.78;01. Jan;0.98;0.79;0.65;0.72;0.68
Solomon Islands; Wine;0.04;0.03;0.04;0.05;0.03;0.03;0.02;0.03;0.03;0.05;0.06;0.05;0.06;0.05;0.05;0.04;0.05;0.05;0.06;0.06
Solomon Islands; Spirits;0.03;0.04;0.03;0.10;0.09;0.10;0.10;0.08;0.03;0.02;0.04;0.07;0.06;0.07;0.07;0.07;0.08;0.07;0.10;0.11
Solomon Islands; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Somalia; All types;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.01;0.00;0.00;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02
Somalia; Beer;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.01;0.00;0.00;0.01;0.01;0.01;0.01;0.00;0.00;0.01;0.01
Somalia; Wine;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.01
Somalia; Spirits;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0.00;0.00;0.01;0.01
Somalia; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
South Africa; All types;Aug 50;Aug 77;Sep 24;09. Mai;Aug 96;Sep 22;Aug 82;Sep 13;09. Feb;Sep 23;Sep 21;Sep 22;Aug 97;Aug 85;Aug 40;Aug 77;Aug 47;Aug 57;Aug 78;Aug 60
South Africa; Beer;Apr 38;Apr 41;Apr 45;Apr 31;Apr 33;Apr 47;Apr 32;Apr 48;Apr 19;Apr 20;Apr 18;04. Okt;Mrz 75;Mrz 39;Mrz 15;Mrz 23;03. Mai;3.00;Feb 75;Feb 37
South Africa; Wine;Jan 58;Jan 58;Jan 71;Jan 65;Jan 58;Jan 50;Jan 46;Jan 55;Jan 60;Jan 59;Jan 61;Jan 65;Jan 69;Jan 66;Jan 73;Jan 74;Jan 68;Jan 65;Jan 70;Jan 62
South Africa; Spirits;Jan 33;Jan 54;Jan 80;Jan 77;Jan 73;Jan 82;Jan 55;Jan 60;Jan 69;Jan 88;Jan 80;Jan 81;Jan 84;02. Jun;Jan 74;Jan 96;Jan 92;02. Mrz;Feb 31;02. Nov
South Africa; Other alcoholic beverages;Jan 21;Jan 24;Jan 28;Jan 32;Jan 32;Jan 43;Jan 49;Jan 50;Jan 54;Jan 56;Jan 62;Jan 66;Jan 69;Jan 74;Jan 78;Jan 84;Jan 82;Jan 89;02. Feb;Feb 50
Spain; All types;Nov 27;Nov 51;Nov 60;Okt 76;11. Jan;Nov 28;Nov 60;12. Dez;Dez 80;Dez 91;13.28;13.52;14.41;14.37;14.47;14.49;16.18;16.23;16.84;17.69
Spain; Beer;04. Jun;Mrz 94;Mrz 95;Mrz 93;Mrz 99;Mrz 99;4.00;Apr 32;Apr 39;Apr 46;Apr 45;Apr 34;Apr 26;Mrz 99;Mrz 97;Mrz 87;Mrz 88;Mrz 81;Mrz 73;Mrz 64
Spain; Wine;Apr 39;Apr 62;Apr 57;Mrz 97;04. Mrz;Apr 27;Apr 56;Apr 49;05. Jul;05. Okt;Mai 33;Mai 64;Jun 45;Jun 65;Jun 86;Jun 94;Aug 32;Aug 40;Aug 78;Sep 69
Spain; Spirits;Feb 82;Feb 95;03. Aug;Feb 86;Feb 99;03. Feb;03. Apr;Mrz 31;Mrz 34;Mrz 35;Mrz 50;Mrz 54;Mrz 70;Mrz 73;Mrz 64;Mrz 68;Mrz 98;04. Feb;Apr 33;Apr 36
Spain; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Sri Lanka; All types;0.24;0.22;0.22;0.21;0.19;0.19;0.18;0.19;0.20;0.20;0.14;0.17;0.18;0.20;0.26;0.28;0.23;0.32;0.38;0.30
Sri Lanka; Beer;0.09;0.07;0.06;0.06;0.05;0.05;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.03;0.04;0.03;0.03;0.04
Sri Lanka; Wine;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Sri Lanka; Spirits;0.15;0.15;0.15;0.15;0.14;0.14;0.14;0.14;0.15;0.15;0.10;0.12;0.14;0.15;0.22;0.25;0.19;0.28;0.35;0.25
Sri Lanka; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Sudan; All types;Jan 93;Jan 89;2.00;2.00;02. Jan;Jan 98;02. Jul;Jan 91;Jan 92;Jan 95;0.15;0.19;0.25;0.25;0.25;0.26;0.24;0.19;Jan 57;Jan 53
Sudan; Beer;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;Jan 41;Jan 39
Sudan; Wine;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Sudan; Spirits;0.29;0.24;0.25;0.26;0.28;0.26;0.23;0.22;0.25;0.28;0.15;0.19;0.25;0.25;0.25;0.26;0.23;0.16;0.16;0.14
Sudan; Other alcoholic beverages;Jan 63;Jan 65;Jan 75;Jan 75;Jan 73;Jan 73;Jan 84;Jan 70;Jan 67;Jan 67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Suriname; All types;Jun 14;07. Dez;Jul 22;Apr 75;Apr 99;Mai 21;Apr 55;Apr 79;Apr 38;Apr 27;Mrz 67;04. Nov;Mrz 48;Mai 25;Jun 24;Jun 97;Jul 22;Aug 36;Aug 21;Sep 30
Suriname; Beer;Feb 86;Mrz 22;Mrz 26;Feb 58;03. Jul;3.00;Feb 35;Feb 73;Feb 58;Feb 44;02. Okt;Jan 84;Feb 27;Feb 14;Feb 75;Feb 95;03. Apr;03. Sep;Mrz 14;Feb 85
Suriname; Wine;0.07;0.19;0.17;0.04;0.09;0.03;0.04;0.05;0.07;0.04;0.04;0.04;0.09;0.09;0.04;0.25;0.11;0.10;0.08;0.09
Suriname; Spirits;Mrz 21;Mrz 71;Mrz 78;Feb 13;Jan 83;Feb 18;Feb 16;2.00;Jan 73;Jan 79;Jan 53;Feb 22;01. Dez;03. Mrz;Mrz 45;Mrz 77;04. Jun;Mai 18;Apr 98;Jun 36
Suriname; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Swaziland; All types;Aug 20;Jul 48;Aug 25;Mai 67;Jun 33;Mai 68;Jun 56;Apr 87;Mai 57;Mai 15;Jun 68;Apr 40;Mrz 47;Jun 47;Sep 69;Jul 66;06. Mrz;Jun 80;Mai 79;Aug 77
Swaziland; Beer;Feb 63;Jan 73;Feb 52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Swaziland; Wine;01. Jul;0.72;01. Aug;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;01. Mrz;01. Mrz;0.72;01. Sep;0.72;0.69
Swaziland; Spirits;0.03;0.32;0.55;0.90;0.92;0.95;0.97;0.89;01. Jan;Jan 43;Jan 65;Jan 16;Jan 32;Jan 32;Jan 74;Jan 34;01. Jul;Feb 20;Jan 70;Jan 17
Swaziland; Other alcoholic beverages;Apr 47;Apr 70;04. Nov;Apr 78;Mai 41;Apr 74;Mai 60;Mrz 98;Apr 56;Mrz 71;05. Mrz;Mrz 23;Feb 15;Mai 15;Jun 92;Apr 96;Mrz 90;Mrz 16;03. Jan;Jun 54
Sweden; All types;Jun 88;Jun 80;07. Nov;Jun 90;Jul 33;Jul 71;Jul 51;Jul 50;Jul 47;Jul 41;Jul 47;Jul 31;07. Jul;Jul 21;Jun 90;Jun 82;Jun 96;Jul 29;Jul 14;Jul 65
Sweden; Beer;Mrz 65;Mrz 53;Mrz 80;Mrz 65;Mrz 98;Apr 15;Mrz 93;Mrz 83;Mrz 74;Mrz 66;Mrz 55;Mrz 39;Mrz 13;03. Apr;Feb 85;Feb 72;Feb 75;Feb 87;Feb 78;Feb 94
Sweden; Wine;2.00;Jan 98;Jan 97;Jan 81;Jan 71;Jan 78;Jan 72;Jan 70;Jan 66;Jan 65;Jan 67;Jan 63;Jan 57;Jan 60;Jan 55;Jan 55;Jan 45;Jan 41;Jan 32;Jan 30
Sweden; Spirits;Jan 23;Jan 29;Jan 34;Jan 44;Jan 64;Jan 78;Jan 86;Jan 97;02. Jul;02. Okt;Feb 25;Feb 29;Feb 37;Feb 57;Feb 50;Feb 55;Feb 76;03. Jan;03. Apr;Mrz 41
Sweden; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Switzerland; All types;11. Mai;11. Jul;Nov 21;Nov 33;Nov 45;Nov 79;Dez 33;Dez 33;Dez 90;Dez 99;13.86;14. Mrz;14. Feb;14. Jul;14.37;14.33;14.41;14.71;14.58;14.25
Switzerland; Beer;Mrz 40;Mrz 53;Mrz 41;Mrz 53;Mrz 65;Mrz 77;Mrz 99;Mrz 99;04. Okt;04. Sep;Apr 17;Apr 13;Apr 17;Apr 19;Apr 19;Apr 17;Apr 30;Apr 42;Apr 34;Apr 30
Switzerland; Wine;Mai 83;Mai 72;Mai 85;Mai 85;Mai 85;Mai 96;Jun 16;Jun 16;Jun 39;Jun 50;Jul 14;Jul 20;Jul 16;07. Apr;Jul 21;Jul 29;07. Sep;Jul 28;Jul 32;07. Nov
Switzerland; Spirits;Jan 70;Jan 70;Jan 83;Jan 83;Jan 83;Jan 95;Jan 93;Jan 93;Feb 17;Feb 17;Feb 28;Feb 41;Feb 41;Feb 54;Feb 67;Feb 56;Feb 69;Feb 71;Feb 60;Feb 54
Switzerland; Other alcoholic beverages;0.12;0.12;0.12;0.12;0.12;0.12;0.24;0.24;0.24;0.24;0.26;0.29;0.28;0.30;0.30;0.31;0.33;0.31;0.32;0.31
Syrian Arab Republic; All types;0.64;0.84;0.75;0.81;0.65;0.75;0.75;0.90;0.76;0.43;0.55;0.84;0.77;01. Mrz;01. Jan;0.85;0.79;0.96;0.82;0.93
Syrian Arab Republic; Beer;0.07;0.05;0.06;0.06;0.07;0.07;0.07;0.07;0.07;0.08;0.07;0.06;0.07;0.08;0.08;0.08;0.08;0.08;0.09;0.07
Syrian Arab Republic; Wine;0.36;0.79;0.61;0.65;0.46;0.55;0.54;0.68;0.57;0.37;0.36;0.67;0.60;0.83;0.78;0.64;0.53;0.73;0.64;0.76
Syrian Arab Republic; Spirits;0.09;0.09;0.09;0.11;0.13;0.15;0.15;0.16;0.12;0.14;0.11;0.11;0.10;0.11;0.15;0.14;0.18;0.15;0.09;0.09
Syrian Arab Republic; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Tajikistan; All types;0.33;0.45;0.80;Jan 82;Jan 75;Jan 28;Jan 17;Feb 40;;;;;;;;;;;;
Tajikistan; Beer;0.01;0.03;0.03;0.02;0.11;0.12;0.15;0.23;;;;;;;;;;;;
Tajikistan; Wine;0.17;0.22;0.27;0.39;0.37;0.39;0.52;0.72;;;;;;;;;;;;
Tajikistan; Spirits;0.14;0.19;0.50;Jan 41;Jan 27;0.76;0.51;Jan 44;;;;;;;;;;;;
Tajikistan; Other alcoholic beverages;No data;No data;No data;No data;No data;No data;No data;No data;;;;;;;;;;;;
Thailand; All types;Mai 71;Mai 88;06. Jun;Mai 69;05. Apr;05. Aug;Apr 99;05. Mrz;Apr 93;Apr 98;4.00;Mrz 45;Feb 60;Feb 46;Feb 46;06. Apr;06. Mai;Mai 26;Mai 47;Mai 51
Thailand; Beer;01. Mrz;01. Apr;0.96;0.81;0.71;0.59;0.50;0.39;0.35;0.33;0.21;0.17;0.13;0.12;0.14;0.23;0.21;0.18;0.16;0.20
Thailand; Wine;0.01;0.19;0.01;0.03;0.01;0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Thailand; Spirits;04. Dez;Apr 65;Apr 93;Mai 26;05. Mrz;Apr 46;Apr 57;Apr 61;Apr 79;Apr 69;Mrz 71;Mrz 30;Feb 45;Feb 32;Feb 32;Mai 80;Mai 83;05. Jul;Mai 30;Mai 31
Thailand; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
The former Yugoslav republic of Macedonia; All types;05. Mrz;Jun 24;Mai 53;Mai 68;Jun 63;Jul 54;05. Sep;7.00;;;;;;;;;;;;
The former Yugoslav republic of Macedonia; Beer;Jan 92;02. Jan;Jan 69;02. Jan;Jan 98;Feb 27;Feb 39;Feb 68;;;;;;;;;;;;
The former Yugoslav republic of Macedonia; Wine;0.96;01. Jul;01. Aug;01. Dez;Jan 17;Jan 81;Jan 73;02. Jan;;;;;;;;;;;;
The former Yugoslav republic of Macedonia; Spirits;Feb 15;Mrz 15;Feb 76;Feb 54;Mrz 48;Mrz 46;0.97;Feb 31;;;;;;;;;;;;
The former Yugoslav republic of Macedonia; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;
Timor-Leste; All types;0.50;0.49;0.44;0.41;0.40;0.39;0.38;0.37;0.38;0.37;;;;;;;;;;
Timor-Leste; Beer;0.42;0.40;0.36;0.33;0.31;0.30;0.29;0.26;0.27;0.26;;;;;;;;;;
Timor-Leste; Wine;0.03;0.04;0.04;0.04;0.05;0.05;0.05;0.06;0.07;0.07;;;;;;;;;;
Timor-Leste; Spirits;0.05;0.05;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;;;;;;;;;;
Timor-Leste; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;
Togo; All types;0.98;Jan 27;Jan 39;Jan 35;Jan 59;Jan 30;Jan 27;Jan 34;Jan 58;Jan 91;Feb 22;Feb 54;Feb 65;Feb 80;Feb 84;Feb 61;Mrz 61;Jun 79;Mai 40;Apr 42
Togo; Beer;0.48;0.52;0.45;0.47;0.57;0.35;0.38;0.54;0.60;0.67;Jan 72;02. Jan;Feb 23;Feb 21;02. Jul;Jan 76;Jan 91;Jan 52;Feb 15;Jan 91
Togo; Wine;0.07;0.11;0.14;0.14;0.18;0.16;0.09;0.15;0.16;0.13;0.19;0.15;0.13;0.17;0.22;0.26;0.48;0.51;0.43;0.30
Togo; Spirits;0.21;0.33;0.44;0.37;0.18;0.14;0.11;0.19;0.23;0.35;0.29;0.36;0.28;0.42;0.56;0.58;Jan 22;Apr 17;Feb 27;Jan 58
Togo; Other alcoholic beverages;0.21;0.30;0.37;0.37;0.66;0.65;0.69;0.46;0.59;0.76;0.02;0.02;0.01;0.00;0.00;0.01;0.00;0.59;0.55;0.63
Tonga; All types;Jan 33;0.96;0.77;0.91;0.95;0.90;0.84;0.67;0.57;0.76;;;;;;;;;;
Tonga; Beer;0.18;0.22;0.30;0.39;0.44;0.51;0.39;0.36;0.33;0.47;;;;;;;;;;
Tonga; Wine;0.22;0.21;0.15;0.13;0.10;0.08;0.10;0.11;0.08;0.07;;;;;;;;;;
Tonga; Spirits;0.93;0.53;0.31;0.39;0.42;0.32;0.34;0.20;0.16;0.22;;;;;;;;;;
Tonga; Other alcoholic beverages;0.00;0.00;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;
Trinidad and Tobago; All types;Mrz 81;Mrz 59;Mrz 31;Feb 40;Apr 27;Mai 52;Mai 18;Mai 65;Jun 24;Mai 97;Apr 67;Mrz 53;Apr 35;Mai 21;Apr 94;Mai 89;Mai 40;Mai 57;Mai 85;Jun 82
Trinidad and Tobago; Beer;Jan 75;Jan 61;Jan 55;0.94;0.76;Jan 51;Jan 88;Feb 56;Feb 75;Jan 99;Feb 27;Jan 79;02. Mrz;2.00;Jan 94;Jan 93;Jan 92;Jan 83;Jan 95;02. Mai
Trinidad and Tobago; Wine;0.14;0.10;0.05;0.07;0.06;0.05;0.04;0.07;0.11;0.10;0.08;0.09;0.06;0.13;0.16;0.13;0.37;0.38;0.47;0.49
Trinidad and Tobago; Spirits;Jan 91;Jan 88;Jan 70;Jan 39;Mrz 44;Mrz 94;Mrz 25;03. Jan;Mrz 38;Mrz 88;Feb 32;Jan 64;Feb 26;03. Jul;Feb 84;Mrz 82;03. Aug;Mrz 35;Mrz 39;Apr 22
Trinidad and Tobago; Other alcoholic beverages;0.00;0.00;0.01;0.00;0.01;0.00;0.01;0.01;0.00;0.00;0.01;0.01;0.00;0.00;;;0.02;0.01;0.03;0.06
Tunisia; All types;Jan 14;01. Jun;01. Jun;01. Mai;01. Jun;01. Mai;0.94;0.78;0.79;0.95;0.96;0.97;0.98;Jan 15;Jan 16;Jan 16;Jan 19;01. Mrz;01. Apr;01. Mai
Tunisia; Beer;0.71;0.63;0.62;0.54;0.56;0.60;0.53;0.33;0.38;0.41;0.41;0.40;0.29;0.38;0.48;0.47;0.49;0.42;0.44;0.44
Tunisia; Wine;0.42;0.43;0.44;0.41;0.40;0.45;0.41;0.45;0.38;0.38;0.44;0.55;0.57;0.58;0.58;0.59;0.58;0.57;0.57;0.59
Tunisia; Spirits;0.01;0.00;0.00;0.10;0.00;0.00;0.00;0.01;0.03;0.15;0.10;0.02;0.12;0.19;0.10;0.10;0.12;0.04;0.03;0.06
Tunisia; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Turkey; All types;Jan 46;Jan 54;Jan 64;Jan 38;Jan 49;Jan 45;Jan 40;Jan 31;Jan 21;01. Feb;0.72;0.71;0.89;0.85;0.98;1.00;Jan 26;Jan 26;Jan 54;Jan 15
Turkey; Beer;0.78;0.86;0.95;0.84;0.82;0.75;0.68;0.60;0.52;0.48;0.34;0.32;0.32;0.30;0.32;0.44;0.56;0.53;0.56;0.37
Turkey; Wine;0.11;0.11;0.11;0.10;0.08;0.10;0.12;0.10;0.08;0.07;0.07;0.07;0.09;0.07;0.18;0.07;0.05;0.07;0.15;0.11
Turkey; Spirits;0.57;0.57;0.58;0.44;0.59;0.60;0.60;0.61;0.61;0.47;0.31;0.32;0.48;0.48;0.48;0.49;0.65;0.66;0.83;0.67
Turkey; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Turkmenistan; All types;Jan 63;Jan 62;Jan 73;Jan 71;2.00;Jan 67;0.55;0.42;;;;;;;;;;;;
Turkmenistan; Beer;0.04;0.10;0.08;0.07;0.08;0.02;0.04;0.00;;;;;;;;;;;;
Turkmenistan; Wine;Jan 52;Jan 36;Jan 62;Jan 30;01. Apr;Jan 29;0.40;0.42;;;;;;;;;;;;
Turkmenistan; Spirits;0.07;0.15;0.02;0.34;0.87;0.36;0.10;0.00;;;;;;;;;;;;
Turkmenistan; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;
Tuvalu; All types;Jan 52;0.98;0.82;0.74;Feb 19;Jan 62;Jan 35;Jan 21;Jan 64;Jan 27;;;;;;;;;;
Tuvalu; Beer;Jan 48;0.87;0.73;0.74;Jan 20;Jan 23;01. Jan;01. Aug;Jan 51;Jan 27;;;;;;;;;;
Tuvalu; Wine;0.04;0.11;0.02;0.00;0.02;0.00;0.14;0.00;0.00;0.00;;;;;;;;;;
Tuvalu; Spirits;0.00;0.00;0.06;0.00;0.97;0.39;0.20;0.13;0.13;0.00;;;;;;;;;;
Tuvalu; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;
Uganda; All types;Jul 60;Jul 98;Jul 72;Jul 84;Aug 29;Jul 96;Jul 78;Jul 73;08. Feb;08. Mrz;Jul 80;Jul 77;Jul 52;Jul 47;07. Feb;Jul 84;Jul 52;Aug 14;Jul 61;08. Feb
Uganda; Beer;0.47;0.47;0.37;0.27;0.22;0.14;0.11;0.09;0.10;0.11;0.12;0.13;0.12;0.13;0.09;0.10;0.09;0.07;0.04;0.08
Uganda; Wine;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Uganda; Spirits;0.18;0.20;0.21;0.21;0.21;0.19;0.19;0.20;0.20;0.19;0.18;0.19;0.20;0.20;0.20;0.21;0.22;0.23;0.21;0.22
Uganda; Other alcoholic beverages;Jun 95;Jul 31;Jul 14;Jul 36;Jul 85;Jul 63;Jul 48;Jul 44;Jul 73;Jul 72;Jul 50;Jul 45;Jul 20;Jul 14;Jun 72;Jul 53;Jul 21;Jul 85;Jul 36;Jul 72
Ukraine; All types;Mrz 93;Mrz 74;Mrz 98;Mrz 26;Mrz 72;Apr 21;Mai 47;Mai 54;Mai 86;Mai 67;Mai 32;Apr 43;04. Jan;Apr 39;Jun 62;07. Aug;Jun 99;Jun 96;Jul 48;Jul 67
Ukraine; Beer;01. Apr;0.85;0.78;0.76;0.85;01. Dez;Jan 13;Jan 36;Jan 61;Jan 70;Jan 65;Jan 58;Jan 45;Jan 34;Jan 75;Jan 83;Jan 80;Jan 81;Jan 72;Jan 67
Ukraine; Wine;0.37;0.42;0.38;0.35;0.30;0.13;0.45;0.57;0.83;0.81;0.99;0.94;0.90;01. Jan;Jan 81;Feb 19;Feb 26;Feb 35;Feb 45;Feb 44
Ukraine; Spirits;Feb 51;Feb 46;Feb 81;02. Okt;Feb 54;Feb 96;Mrz 90;Mrz 61;Mrz 41;Mrz 16;Feb 68;Jan 91;Jan 66;02. Apr;03. Jun;03. Jun;Feb 93;Feb 80;Mrz 31;Mrz 56
Ukraine; Other alcoholic beverages;0.00;0.00;0.00;0.04;0.02;0.00;0.00;0.00;0.00;0.00;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data
United Arab Emirates; All types;Feb 83;Feb 54;Feb 90;Feb 68;Mrz 32;Mrz 53;Mrz 68;Mrz 95;Mrz 92;04. Mai;Apr 43;Apr 86;Mai 37;Jun 74;Aug 35;Dez 43;Dez 35;13.80;13.77;13.77
United Arab Emirates; Beer;0.77;0.62;0.83;0.99;0.65;0.72;0.77;0.77;0.66;0.67;0.63;0.62;0.61;0.57;0.40;0.26;0.28;0.23;0.25;0.33
United Arab Emirates; Wine;0.22;0.21;0.24;0.17;0.11;0.16;0.18;0.14;0.10;0.10;0.11;0.13;0.21;0.13;0.21;0.15;0.16;0.16;0.26;0.17
United Arab Emirates; Spirits;Jan 84;Jan 71;Jan 83;Jan 51;Feb 56;Feb 64;Feb 72;03. Mai;Mrz 15;Mrz 29;Mrz 69;04. Nov;Apr 54;06. Apr;Jul 73;12. Feb;Nov 91;13.40;13.26;13.27
United Arab Emirates; Other alcoholic beverages;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
United Kingdom of Great Britain and Northern Ireland; All types;Okt 16;Okt 14;Sep 97;Sep 75;Sep 70;Sep 41;Sep 45;Sep 65;10. Jan;Sep 96;Sep 99;Sep 94;Sep 53;Okt 26;Okt 24;Okt 16;10. Okt;Sep 91;Okt 27;Okt 71
